Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Value,clean_value
2012,MAY,STATE,35,6,TOTAL,"65,655,000",65655000
2012,MAY,STATE,36,6,TOTAL,"57,840,000",57840000
2012,MAY,STATE,39,6,TOTAL,"16,284,000",16284000
2012,MAY,STATE,,6,TOTAL,"130,737,000",130737000
2012,MAY,STATE,42,6,TOTAL,"35,057,000",35057000
2012,MAY,STATE,46,6,TOTAL,"21,477,000",21477000
2012,MAY,STATE,50,6,TOTAL,"9,070,000",9070000
2012,MAY,STATE,55,6,TOTAL,"233,958,000",233958000
2012,NOV,STATE,6,6,TOTAL,"185,056,000",185056000
2012,NOV,STATE,16,6,TOTAL,"69,927,000",69927000
2012,NOV,STATE,17,6,TOTAL,"5,344,000",5344000
2012,NOV,STATE,19,6,TOTAL,"21,565,000",21565000
2012,NOV,STATE,27,6,TOTAL,"52,120,000",52120000
2012,NOV,STATE,35,6,TOTAL,"65,008,000",65008000
2012,NOV,STATE,36,6,TOTAL,"64,445,000",64445000
2012,NOV,STATE,39,6,TOTAL,"16,468,000",16468000
2012,NOV,STATE,,6,TOTAL,"131,628,000",131628000
2012,NOV,STATE,42,6,TOTAL,"32,258,000",32258000
2012,NOV,STATE,46,6,TOTAL,"22,723,000",22723000
2012,NOV,STATE,50,6,TOTAL,"12,204,000",12204000
2012,NOV,STATE,55,6,TOTAL,"235,505,000",235505000
2012,OCT,STATE,6,6,TOTAL,"184,104,000",184104000
2012,OCT,STATE,16,6,TOTAL,"74,512,000",74512000
2012,OCT,STATE,17,6,TOTAL,"6,230,000",6230000
2012,OCT,STATE,19,6,TOTAL,"21,608,000",21608000
2012,OCT,STATE,27,6,TOTAL,"51,748,000",51748000
2012,OCT,STATE,35,6,TOTAL,"64,605,000",64605000
2012,OCT,STATE,36,6,TOTAL,"67,767,000",67767000
2012,OCT,STATE,39,6,TOTAL,"17,461,000",17461000
2012,OCT,STATE,,6,TOTAL,"135,771,000",135771000
2012,OCT,STATE,42,6,TOTAL,"32,325,000",32325000
2012,OCT,STATE,46,6,TOTAL,"23,718,000",23718000
2012,OCT,STATE,50,6,TOTAL,"11,803,000",11803000
2012,OCT,STATE,55,6,TOTAL,"238,730,000",238730000
2012,SEP,STATE,6,6,TOTAL,"170,179,000",170179000
2012,SEP,STATE,16,6,TOTAL,"74,316,000",74316000
2012,SEP,STATE,17,6,TOTAL,"5,686,000",5686000
2012,SEP,STATE,19,6,TOTAL,"19,363,000",19363000
2012,SEP,STATE,27,6,TOTAL,"47,970,000",47970000
2012,SEP,STATE,35,6,TOTAL,"60,816,000",60816000
2012,SEP,STATE,36,6,TOTAL,"61,094,000",61094000
2012,SEP,STATE,39,6,TOTAL,"15,777,000",15777000
2012,SEP,STATE,,6,TOTAL,"124,402,000",124402000
2012,SEP,STATE,42,6,TOTAL,"30,838,000",30838000
2012,SEP,STATE,46,6,TOTAL,"22,080,000",22080000
2012,SEP,STATE,50,6,TOTAL,"9,935,000",9935000
2012,SEP,STATE,55,6,TOTAL,"228,135,000",228135000
2012,YEAR,STATE,6,6,TOTAL,"2,246,740,000",2246740000
2012,YEAR,STATE,16,6,TOTAL,"864,496,000",864496000
2012,YEAR,STATE,17,6,TOTAL,"69,114,000",69114000
2012,YEAR,STATE,19,6,TOTAL,"256,641,000",256641000
2012,YEAR,STATE,27,6,TOTAL,"626,594,000",626594000
2012,YEAR,STATE,35,6,TOTAL,"747,880,000",747880000
2012,YEAR,STATE,36,6,TOTAL,"750,482,000",750482000
2012,YEAR,STATE,39,6,TOTAL,"198,908,000",198908000
2012,YEAR,STATE,,6,TOTAL,"1,536,976,000",1536976000
2012,YEAR,STATE,42,6,TOTAL,"405,376,000",405376000
2012,YEAR,STATE,46,6,TOTAL,"265,298,000",265298000
2012,YEAR,STATE,50,6,TOTAL,"127,771,000",127771000
2012,YEAR,STATE,55,6,TOTAL,"2,789,965,000",2789965000
2011,APR,STATE,6,6,TOTAL,"183,716,000",183716000
2011,APR,STATE,16,6,TOTAL,"70,699,000",70699000
2011,APR,STATE,17,6,TOTAL,"5,735,000",5735000
2011,APR,STATE,19,6,TOTAL,"20,579,000",20579000
2011,APR,STATE,27,6,TOTAL,"52,544,000",52544000
2011,APR,STATE,35,6,TOTAL,"62,895,000",62895000
2011,APR,STATE,36,6,TOTAL,"61,358,000",61358000
2011,APR,STATE,39,6,TOTAL,"16,577,000",16577000
2011,APR,STATE,,6,TOTAL,"123,592,000",123592000
2011,APR,STATE,42,6,TOTAL,"35,467,000",35467000
2011,APR,STATE,46,6,TOTAL,"22,177,000",22177000
2011,APR,STATE,50,6,TOTAL,"10,018,000",10018000
2011,APR,STATE,55,6,TOTAL,"217,966,000",217966000
2011,AUG,STATE,6,6,TOTAL,"187,175,000",187175000
2011,AUG,STATE,16,6,TOTAL,"68,528,000",68528000
2011,AUG,STATE,17,6,TOTAL,"5,842,000",5842000
2011,AUG,STATE,19,6,TOTAL,"18,990,000",18990000
2011,AUG,STATE,27,6,TOTAL,"46,663,000",46663000
2011,AUG,STATE,35,6,TOTAL,"56,146,000",56146000
2011,AUG,STATE,36,6,TOTAL,"64,194,000",64194000
2011,AUG,STATE,39,6,TOTAL,"17,193,000",17193000
2011,AUG,STATE,,6,TOTAL,"111,794,000",111794000
2011,AUG,STATE,42,6,TOTAL,"35,659,000",35659000
2011,AUG,STATE,46,6,TOTAL,"22,245,000",22245000
2011,AUG,STATE,50,6,TOTAL,"10,650,000",10650000
2011,AUG,STATE,55,6,TOTAL,"216,781,000",216781000
2011,DEC,STATE,6,6,TOTAL,"195,627,000",195627000
2011,DEC,STATE,16,6,TOTAL,"75,693,000",75693000
2011,DEC,STATE,17,6,TOTAL,"5,039,000",5039000
2011,DEC,STATE,19,6,TOTAL,"22,307,000",22307000
2011,DEC,STATE,27,6,TOTAL,"52,107,000",52107000
2011,DEC,STATE,35,6,TOTAL,"64,647,000",64647000
2011,DEC,STATE,36,6,TOTAL,"68,299,000",68299000
2011,DEC,STATE,39,6,TOTAL,"16,084,000",16084000
2011,DEC,STATE,,6,TOTAL,"130,719,000",130719000
2011,DEC,STATE,42,6,TOTAL,"35,006,000",35006000
2011,DEC,STATE,46,6,TOTAL,"23,382,000",23382000
2011,DEC,STATE,50,6,TOTAL,"10,114,000",10114000
2011,DEC,STATE,55,6,TOTAL,"231,606,000",231606000
2011,FEB,STATE,6,6,TOTAL,"172,256,000",172256000
2011,FEB,STATE,16,6,TOTAL,"61,102,000",61102000
2011,FEB,STATE,17,6,TOTAL,"4,777,000",4777000
2011,FEB,STATE,19,6,TOTAL,"18,658,000",18658000
2011,FEB,STATE,27,6,TOTAL,"47,635,000",47635000
2011,FEB,STATE,35,6,TOTAL,"58,858,000",58858000
2011,FEB,STATE,36,6,TOTAL,"54,528,000",54528000
2011,FEB,STATE,39,6,TOTAL,"15,799,000",15799000
2011,FEB,STATE,,6,TOTAL,"110,315,000",110315000
2011,FEB,STATE,42,6,TOTAL,"30,961,000",30961000
2011,FEB,STATE,46,6,TOTAL,"20,152,000",20152000
2011,FEB,STATE,50,6,TOTAL,"8,735,000",8735000
2011,FEB,STATE,55,6,TOTAL,"200,832,000",200832000
2011,JAN,STATE,6,6,TOTAL,"188,939,000",188939000
2011,JAN,STATE,16,6,TOTAL,"68,452,000",68452000
2011,JAN,STATE,17,6,TOTAL,"5,868,000",5868000
2011,JAN,STATE,19,6,TOTAL,"20,878,000",20878000
2011,JAN,STATE,27,6,TOTAL,"53,688,000",53688000
2011,JAN,STATE,35,6,TOTAL,"68,333,000",68333000
2011,JAN,STATE,36,6,TOTAL,"56,300,000",56300000
2011,JAN,STATE,39,6,TOTAL,"17,557,000",17557000
2011,JAN,STATE,,6,TOTAL,"119,263,000",119263000
2011,JAN,STATE,42,6,TOTAL,"34,604,000",34604000
2011,JAN,STATE,46,6,TOTAL,"23,034,000",23034000
2011,JAN,STATE,50,6,TOTAL,"9,936,000",9936000
2011,JAN,STATE,55,6,TOTAL,"216,653,000",216653000
2011,JUL,STATE,6,6,TOTAL,"183,285,000",183285000
2011,JUL,STATE,16,6,TOTAL,"70,588,000",70588000
2011,JUL,STATE,17,6,TOTAL,"5,450,000",5450000
2011,JUL,STATE,19,6,TOTAL,"18,852,000",18852000
2011,JUL,STATE,27,6,TOTAL,"48,439,000",48439000
2011,JUL,STATE,35,6,TOTAL,"60,936,000",60936000
2011,JUL,STATE,36,6,TOTAL,"57,140,000",57140000
2011,JUL,STATE,39,6,TOTAL,"15,782,000",15782000
2011,JUL,STATE,,6,TOTAL,"123,765,000",123765000
2011,JUL,STATE,42,6,TOTAL,"33,224,000",33224000
2011,JUL,STATE,46,6,TOTAL,"21,416,000",21416000
2011,JUL,STATE,50,6,TOTAL,"9,806,000",9806000
2011,JUL,STATE,55,6,TOTAL,"206,196,000",206196000
2011,JUN,STATE,6,6,TOTAL,"184,970,000",184970000
2011,JUN,STATE,16,6,TOTAL,"73,217,000",73217000
2011,JUN,STATE,17,6,TOTAL,"5,971,000",5971000
2011,JUN,STATE,19,6,TOTAL,"20,378,000",20378000
2011,JUN,STATE,27,6,TOTAL,"51,671,000",51671000
2011,JUN,STATE,35,6,TOTAL,"62,013,000",62013000
2011,JUN,STATE,36,6,TOTAL,"55,652,000",55652000
2011,JUN,STATE,39,6,TOTAL,"17,103,000",17103000
2011,JUN,STATE,,6,TOTAL,"127,962,000",127962000
2011,JUN,STATE,42,6,TOTAL,"34,602,000",34602000
2011,JUN,STATE,46,6,TOTAL,"22,924,000",22924000
2011,JUN,STATE,50,6,TOTAL,"9,906,000",9906000
2011,JUN,STATE,55,6,TOTAL,"222,680,000",222680000
2011,MAR,STATE,6,6,TOTAL,"193,074,000",193074000
2011,MAR,STATE,16,6,TOTAL,"73,354,000",73354000
2011,MAR,STATE,17,6,TOTAL,"5,331,000",5331000
2011,MAR,STATE,19,6,TOTAL,"21,188,000",21188000
2011,MAR,STATE,27,6,TOTAL,"53,528,000",53528000
2011,MAR,STATE,35,6,TOTAL,"65,613,000",65613000
2011,MAR,STATE,36,6,TOTAL,"58,306,000",58306000
2011,MAR,STATE,39,6,TOTAL,"18,185,000",18185000
2011,MAR,STATE,,6,TOTAL,"126,195,000",126195000
2011,MAR,STATE,42,6,TOTAL,"35,272,000",35272000
2011,MAR,STATE,46,6,TOTAL,"22,416,000",22416000
2011,MAR,STATE,50,6,TOTAL,"10,408,000",10408000
2011,MAR,STATE,55,6,TOTAL,"229,343,000",229343000
2011,MAY,STATE,6,6,TOTAL,"196,889,000",196889000
2011,MAY,STATE,16,6,TOTAL,"70,825,000",70825000
2011,MAY,STATE,17,6,TOTAL,"6,165,000",6165000
2011,MAY,STATE,19,6,TOTAL,"20,757,000",20757000
2011,MAY,STATE,27,6,TOTAL,"55,346,000",55346000
2011,MAY,STATE,35,6,TOTAL,"63,340,000",63340000
2011,MAY,STATE,36,6,TOTAL,"60,242,000",60242000
2011,MAY,STATE,39,6,TOTAL,"17,806,000",17806000
2011,MAY,STATE,,6,TOTAL,"126,696,000",126696000
2011,MAY,STATE,42,6,TOTAL,"36,975,000",36975000
2011,MAY,STATE,46,6,TOTAL,"23,790,000",23790000
2011,MAY,STATE,50,6,TOTAL,"10,188,000",10188000
2011,MAY,STATE,55,6,TOTAL,"223,315,000",223315000
2011,NOV,STATE,6,6,TOTAL,"188,747,000",188747000
2011,NOV,STATE,16,6,TOTAL,"69,662,000",69662000
2011,NOV,STATE,17,6,TOTAL,"5,212,000",5212000
2011,NOV,STATE,19,6,TOTAL,"19,602,000",19602000
2011,NOV,STATE,27,6,TOTAL,"47,024,000",47024000
2011,NOV,STATE,35,6,TOTAL,"63,012,000",63012000
2011,NOV,STATE,36,6,TOTAL,"63,633,000",63633000
2011,NOV,STATE,39,6,TOTAL,"16,128,000",16128000
2011,NOV,STATE,,6,TOTAL,"127,768,000",127768000
2011,NOV,STATE,42,6,TOTAL,"34,951,000",34951000
2011,NOV,STATE,46,6,TOTAL,"23,740,000",23740000
2011,NOV,STATE,50,6,TOTAL,"11,052,000",11052000
2011,NOV,STATE,55,6,TOTAL,"225,101,000",225101000
2011,OCT,STATE,6,6,TOTAL,"189,393,000",189393000
2011,OCT,STATE,16,6,TOTAL,"70,247,000",70247000
2011,OCT,STATE,17,6,TOTAL,"5,291,000",5291000
2011,OCT,STATE,19,6,TOTAL,"20,572,000",20572000
2011,OCT,STATE,27,6,TOTAL,"47,740,000",47740000
2011,OCT,STATE,35,6,TOTAL,"61,743,000",61743000
2011,OCT,STATE,36,6,TOTAL,"65,008,000",65008000
2011,OCT,STATE,39,6,TOTAL,"17,126,000",17126000
2011,OCT,STATE,,6,TOTAL,"131,829,000",131829000
2011,OCT,STATE,42,6,TOTAL,"32,604,000",32604000
2011,OCT,STATE,46,6,TOTAL,"23,745,000",23745000
2011,OCT,STATE,50,6,TOTAL,"10,766,000",10766000
2011,OCT,STATE,55,6,TOTAL,"223,083,000",223083000
2011,SEP,STATE,6,6,TOTAL,"180,980,000",180980000
2011,SEP,STATE,16,6,TOTAL,"69,793,000",69793000
2011,SEP,STATE,17,6,TOTAL,"5,154,000",5154000
2011,SEP,STATE,19,6,TOTAL,"18,532,000",18532000
2011,SEP,STATE,27,6,TOTAL,"46,729,000",46729000
2011,SEP,STATE,35,6,TOTAL,"56,147,000",56147000
2011,SEP,STATE,36,6,TOTAL,"64,279,000",64279000
2011,SEP,STATE,39,6,TOTAL,"16,237,000",16237000
2011,SEP,STATE,,6,TOTAL,"122,627,000",122627000
2011,SEP,STATE,42,6,TOTAL,"32,569,000",32569000
2011,SEP,STATE,46,6,TOTAL,"22,924,000",22924000
2011,SEP,STATE,50,6,TOTAL,"10,417,000",10417000
2011,SEP,STATE,55,6,TOTAL,"221,492,000",221492000
2011,YEAR,STATE,6,6,TOTAL,"2,245,051,000",2245051000
2011,YEAR,STATE,16,6,TOTAL,"842,160,000",842160000
2011,YEAR,STATE,17,6,TOTAL,"65,835,000",65835000
2011,YEAR,STATE,19,6,TOTAL,"241,293,000",241293000
2011,YEAR,STATE,27,6,TOTAL,"603,114,000",603114000
2011,YEAR,STATE,35,6,TOTAL,"743,683,000",743683000
2011,YEAR,STATE,36,6,TOTAL,"728,939,000",728939000
2011,YEAR,STATE,39,6,TOTAL,"201,577,000",201577000
2011,YEAR,STATE,,6,TOTAL,"1,482,471,000",1482471000
2011,YEAR,STATE,42,6,TOTAL,"411,894,000",411894000
2011,YEAR,STATE,46,6,TOTAL,"271,945,000",271945000
2011,YEAR,STATE,50,6,TOTAL,"121,996,000",121996000
2011,YEAR,STATE,55,6,TOTAL,"2,635,048,000",2635048000
2010,APR,STATE,6,6,TOTAL,"180,642,000",180642000
2010,APR,STATE,16,6,TOTAL,"70,760,000",70760000
2010,APR,STATE,17,6,TOTAL,"6,679,000",6679000
2010,APR,STATE,19,6,TOTAL,"20,826,000",20826000
2010,APR,STATE,27,6,TOTAL,"53,739,000",53739000
2010,APR,STATE,35,6,TOTAL,"61,308,000",61308000
2010,APR,STATE,36,6,TOTAL,"59,189,000",59189000
2010,APR,STATE,39,6,TOTAL,"17,069,000",17069000
2010,APR,STATE,,6,TOTAL,"115,309,000",115309000
2010,APR,STATE,42,6,TOTAL,"34,221,000",34221000
2010,APR,STATE,46,6,TOTAL,"17,555,000",17555000
2010,APR,STATE,50,6,TOTAL,"9,700,000",9700000
2010,APR,STATE,55,6,TOTAL,"217,073,000",217073000
2010,AUG,STATE,6,6,TOTAL,"190,066,000",190066000
2010,AUG,STATE,16,6,TOTAL,"73,330,000",73330000
2010,AUG,STATE,17,6,TOTAL,"5,719,000",5719000
2010,AUG,STATE,19,6,TOTAL,"18,574,000",18574000
2010,AUG,STATE,27,6,TOTAL,"47,545,000",47545000
2010,AUG,STATE,35,6,TOTAL,"59,148,000",59148000
2010,AUG,STATE,36,6,TOTAL,"62,375,000",62375000
2010,AUG,STATE,39,6,TOTAL,"17,392,000",17392000
2010,AUG,STATE,,6,TOTAL,"114,148,000",114148000
2010,AUG,STATE,42,6,TOTAL,"35,711,000",35711000
2010,AUG,STATE,46,6,TOTAL,"20,373,000",20373000
2010,AUG,STATE,50,6,TOTAL,"8,863,000",8863000
2010,AUG,STATE,55,6,TOTAL,"217,459,000",217459000
2010,DEC,STATE,6,6,TOTAL,"190,335,000",190335000
2010,DEC,STATE,16,6,TOTAL,"74,674,000",74674000
2010,DEC,STATE,17,6,TOTAL,"6,953,000",6953000
2010,DEC,STATE,19,6,TOTAL,"21,309,000",21309000
2010,DEC,STATE,27,6,TOTAL,"53,119,000",53119000
2010,DEC,STATE,35,6,TOTAL,"66,528,000",66528000
2010,DEC,STATE,36,6,TOTAL,"64,794,000",64794000
2010,DEC,STATE,39,6,TOTAL,"18,168,000",18168000
2010,DEC,STATE,,6,TOTAL,"121,258,000",121258000
2010,DEC,STATE,42,6,TOTAL,"34,914,000",34914000
2010,DEC,STATE,46,6,TOTAL,"23,012,000",23012000
2010,DEC,STATE,50,6,TOTAL,"10,543,000",10543000
2010,DEC,STATE,55,6,TOTAL,"222,357,000",222357000
2010,FEB,STATE,6,6,TOTAL,"161,791,000",161791000
2010,FEB,STATE,16,6,TOTAL,"61,636,000",61636000
2010,FEB,STATE,17,6,TOTAL,"6,515,000",6515000
2010,FEB,STATE,19,6,TOTAL,"18,859,000",18859000
2010,FEB,STATE,27,6,TOTAL,"50,282,000",50282000
2010,FEB,STATE,35,6,TOTAL,"50,003,000",50003000
2010,FEB,STATE,36,6,TOTAL,"55,772,000",55772000
2010,FEB,STATE,39,6,TOTAL,"15,325,000",15325000
2010,FEB,STATE,,6,TOTAL,"102,219,000",102219000
2010,FEB,STATE,42,6,TOTAL,"32,638,000",32638000
2010,FEB,STATE,46,6,TOTAL,"16,136,000",16136000
2010,FEB,STATE,50,6,TOTAL,"8,839,000",8839000
2010,FEB,STATE,55,6,TOTAL,"198,237,000",198237000
2010,JAN,STATE,6,6,TOTAL,"175,542,000",175542000
2010,JAN,STATE,16,6,TOTAL,"69,017,000",69017000
2010,JAN,STATE,17,6,TOTAL,"6,547,000",6547000
2010,JAN,STATE,19,6,TOTAL,"19,716,000",19716000
2010,JAN,STATE,27,6,TOTAL,"54,368,000",54368000
2010,JAN,STATE,35,6,TOTAL,"54,591,000",54591000
2010,JAN,STATE,36,6,TOTAL,"58,856,000",58856000
2010,JAN,STATE,39,6,TOTAL,"17,218,000",17218000
2010,JAN,STATE,,6,TOTAL,"110,444,000",110444000
2010,JAN,STATE,42,6,TOTAL,"33,637,000",33637000
2010,JAN,STATE,46,6,TOTAL,"19,626,000",19626000
2010,JAN,STATE,50,6,TOTAL,"9,532,000",9532000
2010,JAN,STATE,55,6,TOTAL,"213,032,000",213032000
2010,JUL,STATE,6,6,TOTAL,"188,466,000",188466000
2010,JUL,STATE,16,6,TOTAL,"72,502,000",72502000
2010,JUL,STATE,17,6,TOTAL,"6,271,000",6271000
2010,JUL,STATE,19,6,TOTAL,"20,720,000",20720000
2010,JUL,STATE,27,6,TOTAL,"53,000,000",53000000
2010,JUL,STATE,35,6,TOTAL,"59,746,000",59746000
2010,JUL,STATE,36,6,TOTAL,"58,568,000",58568000
2010,JUL,STATE,39,6,TOTAL,"17,354,000",17354000
2010,JUL,STATE,,6,TOTAL,"118,042,000",118042000
2010,JUL,STATE,42,6,TOTAL,"35,661,000",35661000
2010,JUL,STATE,46,6,TOTAL,"20,378,000",20378000
2010,JUL,STATE,50,6,TOTAL,"9,052,000",9052000
2010,JUL,STATE,55,6,TOTAL,"217,479,000",217479000
2010,JUN,STATE,6,6,TOTAL,"181,720,000",181720000
2010,JUN,STATE,16,6,TOTAL,"69,978,000",69978000
2010,JUN,STATE,17,6,TOTAL,"6,412,000",6412000
2010,JUN,STATE,19,6,TOTAL,"21,088,000",21088000
2010,JUN,STATE,27,6,TOTAL,"54,355,000",54355000
2010,JUN,STATE,35,6,TOTAL,"59,926,000",59926000
2010,JUN,STATE,36,6,TOTAL,"62,325,000",62325000
2010,JUN,STATE,39,6,TOTAL,"17,465,000",17465000
2010,JUN,STATE,,6,TOTAL,"117,014,000",117014000
2010,JUN,STATE,42,6,TOTAL,"35,660,000",35660000
2010,JUN,STATE,46,6,TOTAL,"20,996,000",20996000
2010,JUN,STATE,50,6,TOTAL,"8,533,000",8533000
2010,JUN,STATE,55,6,TOTAL,"227,088,000",227088000
2010,MAR,STATE,6,6,TOTAL,"186,835,000",186835000
2010,MAR,STATE,16,6,TOTAL,"72,477,000",72477000
2010,MAR,STATE,17,6,TOTAL,"7,312,000",7312000
2010,MAR,STATE,19,6,TOTAL,"20,428,000",20428000
2010,MAR,STATE,27,6,TOTAL,"55,393,000",55393000
2010,MAR,STATE,35,6,TOTAL,"61,804,000",61804000
2010,MAR,STATE,36,6,TOTAL,"64,681,000",64681000
2010,MAR,STATE,39,6,TOTAL,"17,077,000",17077000
2010,MAR,STATE,,6,TOTAL,"117,627,000",117627000
2010,MAR,STATE,42,6,TOTAL,"37,592,000",37592000
2010,MAR,STATE,46,6,TOTAL,"18,312,000",18312000
2010,MAR,STATE,50,6,TOTAL,"9,828,000",9828000
2010,MAR,STATE,55,6,TOTAL,"225,122,000",225122000
2010,MAY,STATE,6,6,TOTAL,"184,081,000",184081000
2010,MAY,STATE,16,6,TOTAL,"69,449,000",69449000
2010,MAY,STATE,17,6,TOTAL,"6,488,000",6488000
2010,MAY,STATE,19,6,TOTAL,"20,942,000",20942000
2010,MAY,STATE,27,6,TOTAL,"55,000,000",55000000
2010,MAY,STATE,35,6,TOTAL,"61,821,000",61821000
2010,MAY,STATE,36,6,TOTAL,"58,349,000",58349000
2010,MAY,STATE,39,6,TOTAL,"17,135,000",17135000
2010,MAY,STATE,,6,TOTAL,"118,106,000",118106000
2010,MAY,STATE,42,6,TOTAL,"34,917,000",34917000
2010,MAY,STATE,46,6,TOTAL,"18,239,000",18239000
2010,MAY,STATE,50,6,TOTAL,"8,437,000",8437000
2010,MAY,STATE,55,6,TOTAL,"227,912,000",227912000
2010,NOV,STATE,6,6,TOTAL,"189,030,000",189030000
2010,NOV,STATE,16,6,TOTAL,"70,721,000",70721000
2010,NOV,STATE,17,6,TOTAL,"6,691,000",6691000
2010,NOV,STATE,19,6,TOTAL,"19,571,000",19571000
2010,NOV,STATE,27,6,TOTAL,"48,673,000",48673000
2010,NOV,STATE,35,6,TOTAL,"66,271,000",66271000
2010,NOV,STATE,36,6,TOTAL,"67,323,000",67323000
2010,NOV,STATE,39,6,TOTAL,"17,565,000",17565000
2010,NOV,STATE,,6,TOTAL,"120,325,000",120325000
2010,NOV,STATE,42,6,TOTAL,"34,148,000",34148000
2010,NOV,STATE,46,6,TOTAL,"20,974,000",20974000
2010,NOV,STATE,50,6,TOTAL,"9,860,000",9860000
2010,NOV,STATE,55,6,TOTAL,"212,817,000",212817000
2010,OCT,STATE,6,6,TOTAL,"182,832,000",182832000
2010,OCT,STATE,16,6,TOTAL,"72,665,000",72665000
2010,OCT,STATE,17,6,TOTAL,"6,269,000",6269000
2010,OCT,STATE,19,6,TOTAL,"19,807,000",19807000
2010,OCT,STATE,27,6,TOTAL,"50,171,000",50171000
2010,OCT,STATE,35,6,TOTAL,"63,567,000",63567000
2010,OCT,STATE,36,6,TOTAL,"65,424,000",65424000
2010,OCT,STATE,39,6,TOTAL,"18,574,000",18574000
2010,OCT,STATE,,6,TOTAL,"120,942,000",120942000
2010,OCT,STATE,42,6,TOTAL,"35,868,000",35868000
2010,OCT,STATE,46,6,TOTAL,"21,139,000",21139000
2010,OCT,STATE,50,6,TOTAL,"9,912,000",9912000
2010,OCT,STATE,55,6,TOTAL,"214,239,000",214239000
2010,SEP,STATE,6,6,TOTAL,"186,122,000",186122000
2010,SEP,STATE,16,6,TOTAL,"72,359,000",72359000
2010,SEP,STATE,17,6,TOTAL,"6,600,000",6600000
2010,SEP,STATE,19,6,TOTAL,"18,788,000",18788000
2010,SEP,STATE,27,6,TOTAL,"48,713,000",48713000
2010,SEP,STATE,35,6,TOTAL,"60,803,000",60803000
2010,SEP,STATE,36,6,TOTAL,"64,898,000",64898000
2010,SEP,STATE,39,6,TOTAL,"17,391,000",17391000
2010,SEP,STATE,,6,TOTAL,"116,589,000",116589000
2010,SEP,STATE,42,6,TOTAL,"33,609,000",33609000
2010,SEP,STATE,46,6,TOTAL,"20,701,000",20701000
2010,SEP,STATE,50,6,TOTAL,"8,666,000",8666000
2010,SEP,STATE,55,6,TOTAL,"217,046,000",217046000
2010,YEAR,STATE,6,6,TOTAL,"2,197,462,000",2197462000
2010,YEAR,STATE,16,6,TOTAL,"849,568,000",849568000
2010,YEAR,STATE,17,6,TOTAL,"78,456,000",78456000
2010,YEAR,STATE,19,6,TOTAL,"240,628,000",240628000
2010,YEAR,STATE,27,6,TOTAL,"624,358,000",624358000
2010,YEAR,STATE,35,6,TOTAL,"725,516,000",725516000
2010,YEAR,STATE,36,6,TOTAL,"742,513,000",742513000
2010,YEAR,STATE,39,6,TOTAL,"207,740,000",207740000
2010,YEAR,STATE,,6,TOTAL,"1,392,454,000",1392454000
2010,YEAR,STATE,42,6,TOTAL,"418,576,000",418576000
2010,YEAR,STATE,46,6,TOTAL,"237,441,000",237441000
2010,YEAR,STATE,50,6,TOTAL,"112,643,000",112643000
2010,YEAR,STATE,55,6,TOTAL,"2,616,042,000",2616042000
2009,APR,STATE,6,6,TOTAL,"174,011,000",174011000
2009,APR,STATE,16,6,TOTAL,"70,465,000",70465000
2009,APR,STATE,17,6,TOTAL,"8,695,000",8695000
2009,APR,STATE,19,6,TOTAL,"18,965,000",18965000
2009,APR,STATE,27,6,TOTAL,"55,679,000",55679000
2009,APR,STATE,34,6,TOTAL,"2,527,000",2527000
2009,APR,STATE,35,6,TOTAL,"48,294,000",48294000
2009,APR,STATE,36,6,TOTAL,"61,760,000",61760000
2009,APR,STATE,39,6,TOTAL,"15,834,000",15834000
2009,APR,STATE,,6,TOTAL,"101,560,000",101560000
2009,APR,STATE,42,6,TOTAL,"33,931,000",33931000
2009,APR,STATE,46,6,TOTAL,"19,593,000",19593000
2009,APR,STATE,49,6,TOTAL,"7,631,000",7631000
2009,APR,STATE,50,6,TOTAL,"10,851,000",10851000
2009,APR,STATE,55,6,TOTAL,"214,293,000",214293000
2009,AUG,STATE,6,6,TOTAL,"169,221,000",169221000
2009,AUG,STATE,16,6,TOTAL,"69,746,000",69746000
2009,AUG,STATE,17,6,TOTAL,"6,643,000",6643000
2009,AUG,STATE,19,6,TOTAL,"17,844,000",17844000
2009,AUG,STATE,27,6,TOTAL,"52,317,000",52317000
2009,AUG,STATE,34,6,TOTAL,"2,593,000",2593000
2009,AUG,STATE,35,6,TOTAL,"50,623,000",50623000
2009,AUG,STATE,36,6,TOTAL,"67,099,000",67099000
2009,AUG,STATE,39,6,TOTAL,"16,016,000",16016000
2009,AUG,STATE,,6,TOTAL,"98,796,000",98796000
2009,AUG,STATE,42,6,TOTAL,"32,794,000",32794000
2009,AUG,STATE,46,6,TOTAL,"19,865,000",19865000
2009,AUG,STATE,49,6,TOTAL,"8,834,000",8834000
2009,AUG,STATE,50,6,TOTAL,"10,060,000",10060000
2009,AUG,STATE,55,6,TOTAL,"224,138,000",224138000
2009,DEC,STATE,6,6,TOTAL,"176,086,000",176086000
2009,DEC,STATE,16,6,TOTAL,"69,714,000",69714000
2009,DEC,STATE,17,6,TOTAL,"6,624,000",6624000
2009,DEC,STATE,19,6,TOTAL,"20,998,000",20998000
2009,DEC,STATE,27,6,TOTAL,"54,768,000",54768000
2009,DEC,STATE,34,6,TOTAL,"3,036,000",3036000
2009,DEC,STATE,35,6,TOTAL,"57,029,000",57029000
2009,DEC,STATE,36,6,TOTAL,"59,978,000",59978000
