Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Value,clean_value
2004,OCT,STATE,29,6,TOTAL,"10,033,000",10033000
2004,OCT,STATE,36,6,TOTAL,"64,219,000",64219000
2004,OCT,STATE,39,6,TOTAL,"15,952,000",15952000
2004,OCT,STATE,,6,TOTAL,"107,914,000",107914000
2004,OCT,STATE,42,6,TOTAL,"29,319,000",29319000
2004,OCT,STATE,46,6,TOTAL,"13,805,000",13805000
2004,OCT,STATE,49,6,TOTAL,"5,226,000",5226000
2004,OCT,STATE,55,6,TOTAL,"198,963,000",198963000
2004,SEP,STATE,6,6,TOTAL,"160,305,000",160305000
2004,SEP,STATE,16,6,TOTAL,"61,860,000",61860000
2004,SEP,STATE,17,6,TOTAL,"7,281,000",7281000
2004,SEP,STATE,19,6,TOTAL,"12,323,000",12323000
2004,SEP,STATE,27,6,TOTAL,"47,534,000",47534000
2004,SEP,STATE,29,6,TOTAL,"10,352,000",10352000
2004,SEP,STATE,36,6,TOTAL,"56,122,000",56122000
2004,SEP,STATE,39,6,TOTAL,"15,137,000",15137000
2004,SEP,STATE,,6,TOTAL,"104,582,000",104582000
2004,SEP,STATE,42,6,TOTAL,"28,604,000",28604000
2004,SEP,STATE,46,6,TOTAL,"13,062,000",13062000
2004,SEP,STATE,49,6,TOTAL,"5,036,000",5036000
2004,SEP,STATE,55,6,TOTAL,"192,368,000",192368000
2004,YEAR,STATE,6,6,TOTAL,"1,992,820,000",1992820000
2004,YEAR,STATE,16,6,TOTAL,"718,245,000",718245000
2004,YEAR,STATE,17,6,TOTAL,"93,609,000",93609000
2004,YEAR,STATE,19,6,TOTAL,"154,757,000",154757000
2004,YEAR,STATE,27,6,TOTAL,"623,968,000",623968000
2004,YEAR,STATE,29,6,TOTAL,"99,645,000",99645000
2004,YEAR,STATE,36,6,TOTAL,"699,465,000",699465000
2004,YEAR,STATE,39,6,TOTAL,"182,377,000",182377000
2004,YEAR,STATE,,6,TOTAL,"1,348,446,000",1348446000
2004,YEAR,STATE,42,6,TOTAL,"376,730,000",376730000
2004,YEAR,STATE,46,6,TOTAL,"159,278,000",159278000
2004,YEAR,STATE,49,6,TOTAL,"67,294,000",67294000
2004,YEAR,STATE,55,6,TOTAL,"2,356,516,000",2356516000
2003,APR,STATE,6,6,TOTAL,"150,158,000",150158000
2003,APR,STATE,17,6,TOTAL,"8,090,000",8090000
2003,APR,STATE,19,6,TOTAL,"14,944,000",14944000
2003,APR,STATE,25,6,TOTAL,"93,000",93000
2003,APR,STATE,27,6,TOTAL,"53,490,000",53490000
2003,APR,STATE,29,6,TOTAL,"7,624,000",7624000
2003,APR,STATE,36,6,TOTAL,"58,727,000",58727000
2003,APR,STATE,39,6,TOTAL,"13,193,000",13193000
2003,APR,STATE,,6,TOTAL,"171,718,000",171718000
2003,APR,STATE,42,6,TOTAL,"33,145,000",33145000
2003,APR,STATE,46,6,TOTAL,"12,881,000",12881000
2003,APR,STATE,49,6,TOTAL,"5,870,000",5870000
2003,APR,STATE,55,6,TOTAL,"185,811,000",185811000
2003,AUG,STATE,6,6,TOTAL,"157,449,000",157449000
2003,AUG,STATE,17,6,TOTAL,"7,201,000",7201000
2003,AUG,STATE,19,6,TOTAL,"12,024,000",12024000
2003,AUG,STATE,25,6,TOTAL,"57,000",57000
2003,AUG,STATE,27,6,TOTAL,"48,345,000",48345000
2003,AUG,STATE,29,6,TOTAL,"8,169,000",8169000
2003,AUG,STATE,36,6,TOTAL,"56,925,000",56925000
2003,AUG,STATE,39,6,TOTAL,"13,047,000",13047000
2003,AUG,STATE,,6,TOTAL,"161,327,000",161327000
2003,AUG,STATE,42,6,TOTAL,"27,261,000",27261000
2003,AUG,STATE,46,6,TOTAL,"11,523,000",11523000
2003,AUG,STATE,49,6,TOTAL,"6,397,000",6397000
2003,AUG,STATE,55,6,TOTAL,"188,001,000",188001000
2003,DEC,STATE,6,6,TOTAL,"163,689,000",163689000
2003,DEC,STATE,17,6,TOTAL,"8,196,000",8196000
2003,DEC,STATE,19,6,TOTAL,"13,399,000",13399000
2003,DEC,STATE,25,6,TOTAL,"89,000",89000
2003,DEC,STATE,27,6,TOTAL,"53,099,000",53099000
2003,DEC,STATE,29,6,TOTAL,"7,559,000",7559000
2003,DEC,STATE,36,6,TOTAL,"63,046,000",63046000
2003,DEC,STATE,39,6,TOTAL,"14,958,000",14958000
2003,DEC,STATE,,6,TOTAL,"177,668,000",177668000
2003,DEC,STATE,42,6,TOTAL,"34,499,000",34499000
2003,DEC,STATE,46,6,TOTAL,"11,665,000",11665000
2003,DEC,STATE,49,6,TOTAL,"6,352,000",6352000
2003,DEC,STATE,55,6,TOTAL,"200,474,000",200474000
2003,FEB,STATE,6,6,TOTAL,"135,201,000",135201000
2003,FEB,STATE,17,6,TOTAL,"7,425,000",7425000
2003,FEB,STATE,19,6,TOTAL,"14,365,000",14365000
2003,FEB,STATE,25,6,TOTAL,"58,000",58000
2003,FEB,STATE,27,6,TOTAL,"50,362,000",50362000
2003,FEB,STATE,29,6,TOTAL,"6,623,000",6623000
2003,FEB,STATE,36,6,TOTAL,"52,410,000",52410000
2003,FEB,STATE,39,6,TOTAL,"13,012,000",13012000
2003,FEB,STATE,,6,TOTAL,"152,323,000",152323000
2003,FEB,STATE,42,6,TOTAL,"27,704,000",27704000
2003,FEB,STATE,46,6,TOTAL,"12,141,000",12141000
2003,FEB,STATE,49,6,TOTAL,"5,135,000",5135000
2003,FEB,STATE,55,6,TOTAL,"168,684,000",168684000
2003,JAN,STATE,6,6,TOTAL,"146,668,000",146668000
2003,JAN,STATE,17,6,TOTAL,"8,923,000",8923000
2003,JAN,STATE,19,6,TOTAL,"15,944,000",15944000
2003,JAN,STATE,25,6,TOTAL,"58,000",58000
2003,JAN,STATE,27,6,TOTAL,"55,348,000",55348000
2003,JAN,STATE,29,6,TOTAL,"5,907,000",5907000
2003,JAN,STATE,36,6,TOTAL,"56,605,000",56605000
2003,JAN,STATE,39,6,TOTAL,"14,638,000",14638000
2003,JAN,STATE,,6,TOTAL,"169,234,000",169234000
2003,JAN,STATE,42,6,TOTAL,"31,915,000",31915000
2003,JAN,STATE,46,6,TOTAL,"13,067,000",13067000
2003,JAN,STATE,49,6,TOTAL,"5,531,000",5531000
2003,JAN,STATE,55,6,TOTAL,"185,761,000",185761000
2003,JUL,STATE,6,6,TOTAL,"158,401,000",158401000
2003,JUL,STATE,17,6,TOTAL,"7,891,000",7891000
2003,JUL,STATE,19,6,TOTAL,"12,274,000",12274000
2003,JUL,STATE,25,6,TOTAL,"64,000",64000
2003,JUL,STATE,27,6,TOTAL,"50,759,000",50759000
2003,JUL,STATE,29,6,TOTAL,"8,475,000",8475000
2003,JUL,STATE,36,6,TOTAL,"54,711,000",54711000
2003,JUL,STATE,39,6,TOTAL,"14,302,000",14302000
2003,JUL,STATE,,6,TOTAL,"163,314,000",163314000
2003,JUL,STATE,42,6,TOTAL,"31,410,000",31410000
2003,JUL,STATE,46,6,TOTAL,"13,081,000",13081000
2003,JUL,STATE,49,6,TOTAL,"6,408,000",6408000
2003,JUL,STATE,55,6,TOTAL,"193,992,000",193992000
2003,JUN,STATE,6,6,TOTAL,"155,438,000",155438000
2003,JUN,STATE,17,6,TOTAL,"7,493,000",7493000
2003,JUN,STATE,19,6,TOTAL,"12,449,000",12449000
2003,JUN,STATE,25,6,TOTAL,"73,000",73000
2003,JUN,STATE,27,6,TOTAL,"52,204,000",52204000
2003,JUN,STATE,29,6,TOTAL,"8,238,000",8238000
2003,JUN,STATE,36,6,TOTAL,"53,485,000",53485000
2003,JUN,STATE,39,6,TOTAL,"14,208,000",14208000
2003,JUN,STATE,,6,TOTAL,"160,744,000",160744000
2003,JUN,STATE,42,6,TOTAL,"32,071,000",32071000
2003,JUN,STATE,46,6,TOTAL,"13,136,000",13136000
2003,JUN,STATE,49,6,TOTAL,"6,822,000",6822000
2003,JUN,STATE,55,6,TOTAL,"192,454,000",192454000
2003,MAR,STATE,6,6,TOTAL,"149,805,000",149805000
2003,MAR,STATE,17,6,TOTAL,"8,578,000",8578000
2003,MAR,STATE,19,6,TOTAL,"15,180,000",15180000
2003,MAR,STATE,25,6,TOTAL,"80,000",80000
2003,MAR,STATE,27,6,TOTAL,"56,886,000",56886000
2003,MAR,STATE,29,6,TOTAL,"8,339,000",8339000
2003,MAR,STATE,36,6,TOTAL,"61,398,000",61398000
2003,MAR,STATE,39,6,TOTAL,"14,133,000",14133000
2003,MAR,STATE,,6,TOTAL,"173,195,000",173195000
2003,MAR,STATE,42,6,TOTAL,"31,648,000",31648000
2003,MAR,STATE,46,6,TOTAL,"13,294,000",13294000
2003,MAR,STATE,49,6,TOTAL,"5,659,000",5659000
2003,MAR,STATE,55,6,TOTAL,"189,235,000",189235000
2003,MAY,STATE,6,6,TOTAL,"156,114,000",156114000
2003,MAY,STATE,17,6,TOTAL,"7,811,000",7811000
2003,MAY,STATE,19,6,TOTAL,"15,316,000",15316000
2003,MAY,STATE,25,6,TOTAL,"67,000",67000
2003,MAY,STATE,27,6,TOTAL,"55,242,000",55242000
2003,MAY,STATE,29,6,TOTAL,"7,765,000",7765000
2003,MAY,STATE,36,6,TOTAL,"57,683,000",57683000
2003,MAY,STATE,39,6,TOTAL,"14,360,000",14360000
2003,MAY,STATE,,6,TOTAL,"172,573,000",172573000
2003,MAY,STATE,42,6,TOTAL,"30,855,000",30855000
2003,MAY,STATE,46,6,TOTAL,"14,095,000",14095000
2003,MAY,STATE,49,6,TOTAL,"6,487,000",6487000
2003,MAY,STATE,55,6,TOTAL,"193,957,000",193957000
2003,NOV,STATE,6,6,TOTAL,"151,091,000",151091000
2003,NOV,STATE,17,6,TOTAL,"7,632,000",7632000
2003,NOV,STATE,19,6,TOTAL,"11,752,000",11752000
2003,NOV,STATE,25,6,TOTAL,"76,000",76000
2003,NOV,STATE,27,6,TOTAL,"46,716,000",46716000
2003,NOV,STATE,29,6,TOTAL,"10,274,000",10274000
2003,NOV,STATE,36,6,TOTAL,"63,291,000",63291000
2003,NOV,STATE,39,6,TOTAL,"13,266,000",13266000
2003,NOV,STATE,,6,TOTAL,"172,937,000",172937000
2003,NOV,STATE,42,6,TOTAL,"29,694,000",29694000
2003,NOV,STATE,46,6,TOTAL,"12,239,000",12239000
2003,NOV,STATE,49,6,TOTAL,"6,523,000",6523000
2003,NOV,STATE,55,6,TOTAL,"184,825,000",184825000
2003,OCT,STATE,6,6,TOTAL,"155,113,000",155113000
2003,OCT,STATE,17,6,TOTAL,"8,382,000",8382000
2003,OCT,STATE,19,6,TOTAL,"12,888,000",12888000
2003,OCT,STATE,25,6,TOTAL,"75,000",75000
2003,OCT,STATE,27,6,TOTAL,"47,288,000",47288000
2003,OCT,STATE,29,6,TOTAL,"8,919,000",8919000
2003,OCT,STATE,36,6,TOTAL,"66,010,000",66010000
2003,OCT,STATE,39,6,TOTAL,"14,936,000",14936000
2003,OCT,STATE,,6,TOTAL,"170,848,000",170848000
2003,OCT,STATE,42,6,TOTAL,"30,309,000",30309000
2003,OCT,STATE,46,6,TOTAL,"12,918,000",12918000
2003,OCT,STATE,49,6,TOTAL,"6,609,000",6609000
2003,OCT,STATE,55,6,TOTAL,"201,438,000",201438000
2003,SEP,STATE,6,6,TOTAL,"151,800,000",151800000
2003,SEP,STATE,17,6,TOTAL,"7,925,000",7925000
2003,SEP,STATE,19,6,TOTAL,"12,177,000",12177000
2003,SEP,STATE,25,6,TOTAL,"70,000",70000
2003,SEP,STATE,27,6,TOTAL,"47,114,000",47114000
2003,SEP,STATE,29,6,TOTAL,"9,508,000",9508000
2003,SEP,STATE,36,6,TOTAL,"62,393,000",62393000
2003,SEP,STATE,39,6,TOTAL,"12,782,000",12782000
2003,SEP,STATE,,6,TOTAL,"162,381,000",162381000
2003,SEP,STATE,42,6,TOTAL,"28,434,000",28434000
2003,SEP,STATE,46,6,TOTAL,"11,595,000",11595000
2003,SEP,STATE,49,6,TOTAL,"6,262,000",6262000
2003,SEP,STATE,55,6,TOTAL,"191,896,000",191896000
2003,YEAR,STATE,6,6,TOTAL,"1,830,927,000",1830927000
2003,YEAR,STATE,17,6,TOTAL,"95,547,000",95547000
2003,YEAR,STATE,19,6,TOTAL,"162,712,000",162712000
2003,YEAR,STATE,25,6,TOTAL,"860,000",860000
2003,YEAR,STATE,27,6,TOTAL,"616,853,000",616853000
2003,YEAR,STATE,29,6,TOTAL,"97,400,000",97400000
2003,YEAR,STATE,36,6,TOTAL,"706,684,000",706684000
2003,YEAR,STATE,39,6,TOTAL,"166,835,000",166835000
2003,YEAR,STATE,,6,TOTAL,"2,008,262,000",2008262000
2003,YEAR,STATE,42,6,TOTAL,"368,945,000",368945000
2003,YEAR,STATE,46,6,TOTAL,"151,635,000",151635000
2003,YEAR,STATE,49,6,TOTAL,"74,055,000",74055000
2003,YEAR,STATE,55,6,TOTAL,"2,276,528,000",2276528000
2002,APR,STATE,6,6,TOTAL,"142,220,000",142220000
2002,APR,STATE,16,6,TOTAL,"49,326,000",49326000
2002,APR,STATE,17,6,TOTAL,"7,542,000",7542000
2002,APR,STATE,19,6,TOTAL,"22,882,000",22882000
2002,APR,STATE,25,6,TOTAL,"60,000",60000
2002,APR,STATE,27,6,TOTAL,"53,631,000",53631000
2002,APR,STATE,29,6,TOTAL,"6,942,000",6942000
2002,APR,STATE,36,6,TOTAL,"57,851,000",57851000
2002,APR,STATE,39,6,TOTAL,"13,695,000",13695000
2002,APR,STATE,,6,TOTAL,"106,498,000",106498000
2002,APR,STATE,42,6,TOTAL,"33,757,000",33757000
2002,APR,STATE,46,6,TOTAL,"12,642,000",12642000
2002,APR,STATE,49,6,TOTAL,"6,180,000",6180000
2002,APR,STATE,53,6,TOTAL,"12,666,000",12666000
2002,APR,STATE,55,6,TOTAL,"188,237,000",188237000
2002,AUG,STATE,6,6,TOTAL,"146,759,000",146759000
2002,AUG,STATE,16,6,TOTAL,"58,523,000",58523000
2002,AUG,STATE,17,6,TOTAL,"7,500,000",7500000
2002,AUG,STATE,19,6,TOTAL,"21,583,000",21583000
2002,AUG,STATE,25,6,TOTAL,"61,000",61000
2002,AUG,STATE,27,6,TOTAL,"45,518,000",45518000
2002,AUG,STATE,29,6,TOTAL,"8,579,000",8579000
2002,AUG,STATE,36,6,TOTAL,"57,318,000",57318000
2002,AUG,STATE,39,6,TOTAL,"12,075,000",12075000
2002,AUG,STATE,,6,TOTAL,"101,368,000",101368000
2002,AUG,STATE,42,6,TOTAL,"28,489,000",28489000
2002,AUG,STATE,46,6,TOTAL,"13,784,000",13784000
2002,AUG,STATE,49,6,TOTAL,"6,271,000",6271000
2002,AUG,STATE,53,6,TOTAL,"12,595,000",12595000
2002,AUG,STATE,55,6,TOTAL,"189,041,000",189041000
2002,DEC,STATE,6,6,TOTAL,"148,516,000",148516000
2002,DEC,STATE,16,6,TOTAL,"51,370,000",51370000
2002,DEC,STATE,17,6,TOTAL,"8,299,000",8299000
2002,DEC,STATE,19,6,TOTAL,"17,874,000",17874000
2002,DEC,STATE,25,6,TOTAL,"83,000",83000
2002,DEC,STATE,27,6,TOTAL,"53,182,000",53182000
2002,DEC,STATE,29,6,TOTAL,"7,603,000",7603000
2002,DEC,STATE,36,6,TOTAL,"63,491,000",63491000
2002,DEC,STATE,39,6,TOTAL,"14,429,000",14429000
2002,DEC,STATE,,6,TOTAL,"117,633,000",117633000
2002,DEC,STATE,42,6,TOTAL,"33,180,000",33180000
2002,DEC,STATE,46,6,TOTAL,"13,419,000",13419000
2002,DEC,STATE,49,6,TOTAL,"6,241,000",6241000
2002,DEC,STATE,53,6,TOTAL,"13,321,000",13321000
2002,DEC,STATE,55,6,TOTAL,"190,231,000",190231000
2002,FEB,STATE,6,6,TOTAL,"131,632,000",131632000
2002,FEB,STATE,16,6,TOTAL,"48,370,000",48370000
2002,FEB,STATE,17,6,TOTAL,"7,284,000",7284000
2002,FEB,STATE,19,6,TOTAL,"24,588,000",24588000
2002,FEB,STATE,25,6,TOTAL,"55,000",55000
2002,FEB,STATE,27,6,TOTAL,"48,858,000",48858000
2002,FEB,STATE,29,6,TOTAL,"7,487,000",7487000
2002,FEB,STATE,36,6,TOTAL,"55,558,000",55558000
2002,FEB,STATE,39,6,TOTAL,"12,634,000",12634000
2002,FEB,STATE,,6,TOTAL,"99,253,000",99253000
2002,FEB,STATE,42,6,TOTAL,"33,166,000",33166000
2002,FEB,STATE,46,6,TOTAL,"12,162,000",12162000
2002,FEB,STATE,49,6,TOTAL,"4,697,000",4697000
2002,FEB,STATE,53,6,TOTAL,"11,780,000",11780000
2002,FEB,STATE,55,6,TOTAL,"169,884,000",169884000
2002,JAN,STATE,6,6,TOTAL,"144,620,000",144620000
2002,JAN,STATE,16,6,TOTAL,"48,123,000",48123000
2002,JAN,STATE,17,6,TOTAL,"8,546,000",8546000
2002,JAN,STATE,19,6,TOTAL,"22,811,000",22811000
2002,JAN,STATE,25,6,TOTAL,"62,000",62000
2002,JAN,STATE,27,6,TOTAL,"53,736,000",53736000
2002,JAN,STATE,29,6,TOTAL,"7,624,000",7624000
2002,JAN,STATE,36,6,TOTAL,"59,244,000",59244000
2002,JAN,STATE,39,6,TOTAL,"13,982,000",13982000
2002,JAN,STATE,,6,TOTAL,"109,386,000",109386000
2002,JAN,STATE,42,6,TOTAL,"30,857,000",30857000
2002,JAN,STATE,46,6,TOTAL,"13,316,000",13316000
2002,JAN,STATE,49,6,TOTAL,"4,847,000",4847000
2002,JAN,STATE,53,6,TOTAL,"12,538,000",12538000
2002,JAN,STATE,55,6,TOTAL,"184,247,000",184247000
2002,JUL,STATE,6,6,TOTAL,"142,911,000",142911000
2002,JUL,STATE,16,6,TOTAL,"49,814,000",49814000
2002,JUL,STATE,17,6,TOTAL,"7,850,000",7850000
2002,JUL,STATE,19,6,TOTAL,"19,729,000",19729000
2002,JUL,STATE,25,6,TOTAL,"115,000",115000
2002,JUL,STATE,27,6,TOTAL,"45,733,000",45733000
2002,JUL,STATE,29,6,TOTAL,"8,576,000",8576000
2002,JUL,STATE,36,6,TOTAL,"55,464,000",55464000
2002,JUL,STATE,39,6,TOTAL,"12,153,000",12153000
2002,JUL,STATE,,6,TOTAL,"102,758,000",102758000
2002,JUL,STATE,42,6,TOTAL,"27,717,000",27717000
2002,JUL,STATE,46,6,TOTAL,"12,463,000",12463000
2002,JUL,STATE,49,6,TOTAL,"6,063,000",6063000
2002,JUL,STATE,53,6,TOTAL,"12,684,000",12684000
2002,JUL,STATE,55,6,TOTAL,"181,118,000",181118000
2002,JUN,STATE,6,6,TOTAL,"140,988,000",140988000
2002,JUN,STATE,16,6,TOTAL,"51,043,000",51043000
2002,JUN,STATE,17,6,TOTAL,"7,517,000",7517000
2002,JUN,STATE,19,6,TOTAL,"21,136,000",21136000
2002,JUN,STATE,25,6,TOTAL,"60,000",60000
2002,JUN,STATE,27,6,TOTAL,"51,387,000",51387000
2002,JUN,STATE,29,6,TOTAL,"7,811,000",7811000
2002,JUN,STATE,36,6,TOTAL,"57,422,000",57422000
2002,JUN,STATE,39,6,TOTAL,"12,287,000",12287000
2002,JUN,STATE,,6,TOTAL,"106,157,000",106157000
2002,JUN,STATE,42,6,TOTAL,"31,316,000",31316000
2002,JUN,STATE,46,6,TOTAL,"12,401,000",12401000
2002,JUN,STATE,49,6,TOTAL,"6,207,000",6207000
2002,JUN,STATE,53,6,TOTAL,"12,824,000",12824000
2002,JUN,STATE,55,6,TOTAL,"183,127,000",183127000
2002,MAR,STATE,6,6,TOTAL,"143,963,000",143963000
2002,MAR,STATE,16,6,TOTAL,"50,991,000",50991000
2002,MAR,STATE,17,6,TOTAL,"7,751,000",7751000
2002,MAR,STATE,19,6,TOTAL,"24,175,000",24175000
2002,MAR,STATE,25,6,TOTAL,"75,000",75000
2002,MAR,STATE,27,6,TOTAL,"54,175,000",54175000
2002,MAR,STATE,29,6,TOTAL,"8,077,000",8077000
2002,MAR,STATE,36,6,TOTAL,"64,112,000",64112000
2002,MAR,STATE,39,6,TOTAL,"13,533,000",13533000
2002,MAR,STATE,,6,TOTAL,"112,657,000",112657000
2002,MAR,STATE,42,6,TOTAL,"31,725,000",31725000
2002,MAR,STATE,46,6,TOTAL,"13,307,000",13307000
2002,MAR,STATE,49,6,TOTAL,"5,118,000",5118000
2002,MAR,STATE,53,6,TOTAL,"13,240,000",13240000
2002,MAR,STATE,55,6,TOTAL,"194,643,000",194643000
2002,MAY,STATE,6,6,TOTAL,"147,551,000",147551000
2002,MAY,STATE,16,6,TOTAL,"52,456,000",52456000
2002,MAY,STATE,17,6,TOTAL,"7,736,000",7736000
2002,MAY,STATE,19,6,TOTAL,"26,434,000",26434000
2002,MAY,STATE,25,6,TOTAL,"71,000",71000
2002,MAY,STATE,27,6,TOTAL,"54,547,000",54547000
2002,MAY,STATE,29,6,TOTAL,"8,684,000",8684000
2002,MAY,STATE,36,6,TOTAL,"59,069,000",59069000
2002,MAY,STATE,39,6,TOTAL,"13,100,000",13100000
2002,MAY,STATE,,6,TOTAL,"117,298,000",117298000
2002,MAY,STATE,42,6,TOTAL,"35,378,000",35378000
2002,MAY,STATE,46,6,TOTAL,"13,283,000",13283000
2002,MAY,STATE,49,6,TOTAL,"6,527,000",6527000
2002,MAY,STATE,53,6,TOTAL,"13,029,000",13029000
2002,MAY,STATE,55,6,TOTAL,"190,902,000",190902000
2002,NOV,STATE,6,6,TOTAL,"145,735,000",145735000
2002,NOV,STATE,16,6,TOTAL,"54,825,000",54825000
2002,NOV,STATE,17,6,TOTAL,"8,156,000",8156000
2002,NOV,STATE,19,6,TOTAL,"22,067,000",22067000
2002,NOV,STATE,25,6,TOTAL,"67,000",67000
2002,NOV,STATE,27,6,TOTAL,"47,549,000",47549000
2002,NOV,STATE,29,6,TOTAL,"9,142,000",9142000
2002,NOV,STATE,36,6,TOTAL,"67,566,000",67566000
2002,NOV,STATE,39,6,TOTAL,"13,760,000",13760000
2002,NOV,STATE,,6,TOTAL,"106,589,000",106589000
2002,NOV,STATE,42,6,TOTAL,"29,973,000",29973000
2002,NOV,STATE,46,6,TOTAL,"13,016,000",13016000
2002,NOV,STATE,49,6,TOTAL,"4,598,000",4598000
2002,NOV,STATE,53,6,TOTAL,"13,102,000",13102000
2002,NOV,STATE,55,6,TOTAL,"184,846,000",184846000
2002,OCT,STATE,6,6,TOTAL,"144,638,000",144638000
2002,OCT,STATE,16,6,TOTAL,"53,195,000",53195000
2002,OCT,STATE,17,6,TOTAL,"8,708,000",8708000
2002,OCT,STATE,19,6,TOTAL,"20,419,000",20419000
2002,OCT,STATE,25,6,TOTAL,"68,000",68000
2002,OCT,STATE,27,6,TOTAL,"46,314,000",46314000
2002,OCT,STATE,29,6,TOTAL,"9,079,000",9079000
2002,OCT,STATE,36,6,TOTAL,"61,527,000",61527000
2002,OCT,STATE,39,6,TOTAL,"14,577,000",14577000
2002,OCT,STATE,,6,TOTAL,"108,245,000",108245000
2002,OCT,STATE,42,6,TOTAL,"30,751,000",30751000
2002,OCT,STATE,46,6,TOTAL,"13,464,000",13464000
2002,OCT,STATE,49,6,TOTAL,"4,566,000",4566000
2002,OCT,STATE,53,6,TOTAL,"13,427,000",13427000
2002,OCT,STATE,55,6,TOTAL,"195,529,000",195529000
2002,SEP,STATE,6,6,TOTAL,"142,678,000",142678000
2002,SEP,STATE,16,6,TOTAL,"51,907,000",51907000
2002,SEP,STATE,17,6,TOTAL,"8,166,000",8166000
2002,SEP,STATE,19,6,TOTAL,"19,307,000",19307000
2002,SEP,STATE,25,6,TOTAL,"64,000",64000
2002,SEP,STATE,27,6,TOTAL,"42,624,000",42624000
2002,SEP,STATE,29,6,TOTAL,"8,917,000",8917000
2002,SEP,STATE,36,6,TOTAL,"58,204,000",58204000
2002,SEP,STATE,39,6,TOTAL,"13,302,000",13302000
2002,SEP,STATE,,6,TOTAL,"99,203,000",99203000
2002,SEP,STATE,42,6,TOTAL,"27,742,000",27742000
2002,SEP,STATE,46,6,TOTAL,"12,407,000",12407000
2002,SEP,STATE,49,6,TOTAL,"4,981,000",4981000
2002,SEP,STATE,53,6,TOTAL,"12,695,000",12695000
2002,SEP,STATE,55,6,TOTAL,"185,322,000",185322000
2002,YEAR,STATE,6,6,TOTAL,"1,722,211,000",1722211000
2002,YEAR,STATE,16,6,TOTAL,"619,943,000",619943000
2002,YEAR,STATE,17,6,TOTAL,"95,055,000",95055000
2002,YEAR,STATE,19,6,TOTAL,"263,005,000",263005000
2002,YEAR,STATE,25,6,TOTAL,"841,000",841000
2002,YEAR,STATE,27,6,TOTAL,"597,254,000",597254000
2002,YEAR,STATE,29,6,TOTAL,"98,521,000",98521000
2002,YEAR,STATE,36,6,TOTAL,"716,826,000",716826000
2002,YEAR,STATE,39,6,TOTAL,"159,527,000",159527000
2002,YEAR,STATE,,6,TOTAL,"1,287,045,000",1287045000
2002,YEAR,STATE,42,6,TOTAL,"374,051,000",374051000
2002,YEAR,STATE,46,6,TOTAL,"155,664,000",155664000
2002,YEAR,STATE,49,6,TOTAL,"66,296,000",66296000
2002,YEAR,STATE,53,6,TOTAL,"153,901,000",153901000
2002,YEAR,STATE,55,6,TOTAL,"2,237,127,000",2237127000
2001,APR,STATE,6,6,TOTAL,"137,838,000",137838000
2001,APR,STATE,16,6,TOTAL,"47,443,000",47443000
2001,APR,STATE,17,6,TOTAL,"8,361,000",8361000
2001,APR,STATE,19,6,TOTAL,"23,434,000",23434000
2001,APR,STATE,25,6,TOTAL,"87,000",87000
2001,APR,STATE,27,6,TOTAL,"50,085,000",50085000
2001,APR,STATE,29,6,TOTAL,"7,550,000",7550000
2001,APR,STATE,36,6,TOTAL,"57,027,000",57027000
2001,APR,STATE,39,6,TOTAL,"12,021,000",12021000
2001,APR,STATE,,6,TOTAL,"104,469,000",104469000
2001,APR,STATE,42,6,TOTAL,"30,143,000",30143000
2001,APR,STATE,46,6,TOTAL,"12,022,000",12022000
2001,APR,STATE,49,6,TOTAL,"5,875,000",5875000
2001,APR,STATE,53,6,TOTAL,"12,411,000",12411000
2001,APR,STATE,55,6,TOTAL,"176,080,000",176080000
2001,AUG,STATE,6,6,TOTAL,"137,973,000",137973000
2001,AUG,STATE,16,6,TOTAL,"47,957,000",47957000
2001,AUG,STATE,17,6,TOTAL,"8,627,000",8627000
2001,AUG,STATE,19,6,TOTAL,"20,965,000",20965000
2001,AUG,STATE,25,6,TOTAL,"73,000",73000
2001,AUG,STATE,27,6,TOTAL,"43,331,000",43331000
2001,AUG,STATE,29,6,TOTAL,"8,272,000",8272000
2001,AUG,STATE,36,6,TOTAL,"58,916,000",58916000
2001,AUG,STATE,39,6,TOTAL,"11,334,000",11334000
2001,AUG,STATE,,6,TOTAL,"99,967,000",99967000
2001,AUG,STATE,42,6,TOTAL,"27,013,000",27013000
2001,AUG,STATE,46,6,TOTAL,"12,256,000",12256000
2001,AUG,STATE,49,6,TOTAL,"5,149,000",5149000
2001,AUG,STATE,53,6,TOTAL,"12,910,000",12910000
2001,AUG,STATE,55,6,TOTAL,"176,566,000",176566000
2001,DEC,STATE,6,6,TOTAL,"142,838,000",142838000
2001,DEC,STATE,16,6,TOTAL,"51,273,000",51273000
2001,DEC,STATE,17,6,TOTAL,"8,363,000",8363000
2001,DEC,STATE,19,6,TOTAL,"20,758,000",20758000
2001,DEC,STATE,25,6,TOTAL,"91,000",91000
2001,DEC,STATE,27,6,TOTAL,"52,879,000",52879000
2001,DEC,STATE,29,6,TOTAL,"7,879,000",7879000
2001,DEC,STATE,36,6,TOTAL,"57,821,000",57821000
2001,DEC,STATE,39,6,TOTAL,"13,345,000",13345000
2001,DEC,STATE,,6,TOTAL,"113,617,000",113617000
2001,DEC,STATE,42,6,TOTAL,"33,900,000",33900000
